2018-3-20 aai050.csv,,Amir,22/03/2018 12:47:57,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.6749
202,1.6489
204,1.607
206,1.5435
208,1.4482
210,1.3277
212,1.182
214,1.0225
216,.8603
218,.7035
220,.5551
222,.4294
224,.2988
226,.2054
228,.1563
230,.126
232,.089
234,.0546
236,.0298
238,.0151
240,.0052
242,.0011
244,-.0016
246,-.0043
248,-.0054
250,-.006
252,-.0066
254,-.0068
256,-.0068
258,-.0071
260,-.0069
262,-.0067
264,-.007
266,-.0068
268,-.0066
270,-.0068
272,-.0067
274,-.0066
276,-.0065
278,-.0066
280,-.0065
282,-.0063
284,-.0061
286,-.0059
288,-.0055
290,-.0055
292,-.0054
294,-.0051
296,-.0053
298,-.0048
300,-.0046
302,-.0049
304,-.0043
306,-.0043
308,-.0044
310,-.0044
312,-.0043
314,-.0043
316,-.0042
318,-.0043
320,-.0046
322,-.0045
324,-.0045
326,-.0044
328,-.0053
330,-.0048
332,-.0051
334,-.0049
336,-.0048
338,-.0047
340,-.005
342,-.0049
344,-.0048
346,-.0047
348,-.0045
350,-.0043
352,-.0043
354,-.0042
356,-.0039
358,-.0037
360,-.0039
362,-.0035
364,-.0035
366,-.0043
368,-.0041
370,-.0041
372,-.004
374,-.0041
376,-.0038
378,-.0037
380,-.0037
382,-.0038
384,-.0038
386,-.0034
388,-.0034
390,-.0033
392,-.0032
394,-.0032
396,-.0033
398,-.0031
400,-.0031
