2018-3-22 dw.csv,,Amir,22/03/2018 12:47:06,GENESYS 10S,2L7M233003,2.001
nm,A
200,.001
202,.0029
204,.0013
206,.0005
208,0
210,-.0002
212,.0008
214,.0004
216,-.0002
218,.0003
220,.0001
222,-.0005
224,.0002
226,.0001
228,-.0001
230,-.0002
232,.0001
234,.0001
236,-.0005
238,.0001
240,.0002
242,-.0001
244,.0002
246,-.0002
248,0
250,-.0002
252,0
254,-.0001
256,.0001
258,0
260,.0002
262,.0001
264,-.0001
266,0
268,.0003
270,-.0002
272,0
274,0
276,.0001
278,-.0001
280,0
282,0
284,.0001
286,0
288,.0002
290,.0001
292,0
294,.0001
296,-.0002
298,-.0002
300,.0001
302,-.0003
304,-.0001
306,0
308,-.0001
310,0
312,0
314,-.0001
316,0
318,.0001
320,-.0003
322,.0001
324,0
326,0
328,-.0002
330,.0001
332,.0004
334,0
336,0
338,.0001
340,0
342,0
344,-.0001
346,.0001
348,.0003
350,.0002
352,0
354,.0001
356,0
358,.0001
360,-.0001
362,.0002
364,0
366,-.0002
368,.0002
370,-.0001
372,-.0001
374,-.0001
376,.0003
378,0
380,-.0001
382,-.0001
384,.0001
386,.0002
388,.0002
390,.0001
392,0
394,.0001
396,.0001
398,.0001
400,.0001
