2017-11-14 QP0060.csv,,amir,14/11/2017 16:00:08,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.3512
202,2.3046
204,2.2589
206,2.1825
208,2.0639
210,1.913
212,1.714
214,1.5021
216,1.2729
218,1.0528
220,.8439
222,.6614
224,.4798
226,.3435
228,.2622
230,.2168
232,.1638
234,.1107
236,.0764
238,.0527
240,.0403
242,.0305
244,.0282
246,.0225
248,.0186
250,.0165
252,.0157
254,.0159
256,.0156
258,.0167
260,.0157
262,.0138
264,.0151
266,.0126
268,.0159
270,.015
272,.012
274,.0159
276,.0142
278,.0151
280,.016
282,.0173
284,.0144
286,.0167
288,.0136
290,.0147
292,.0139
294,.0135
296,.0145
298,.0131
300,.0138
302,.0118
304,.0127
306,.0138
308,.0115
310,.0119
312,.0133
314,.0116
316,.0107
318,.0113
320,.0107
322,.0104
324,.0108
326,.0091
328,.0095
330,.009
332,.009
334,.0091
336,.0085
338,.0081
340,.0088
342,.0085
344,.0089
346,.0083
348,.0078
350,.0079
352,.0077
354,.008
356,.0076
358,.0085
360,.0078
362,.0079
364,.0066
366,.007
368,.0075
370,.0073
372,.0068
374,.0078
376,.0072
378,.0063
380,.0064
382,.0058
384,.0073
386,.006
388,.0061
390,.0067
392,.006
394,.0068
396,.0059
398,.0058
400,.0053
402,.006
404,.0054
406,.0059
408,.0053
410,.0055
412,.0055
414,.0055
416,.0059
418,.0053
420,.0052
422,.0054
424,.0052
426,.0049
428,.0056
430,.0047
432,.0049
434,.0047
436,.0053
438,.0054
440,.0048
442,.0051
444,.005
446,.0052
448,.0049
450,.0047
452,.0038
454,.004
456,.0043
458,.0051
460,.0035
462,.0039
464,.0046
466,.0041
468,.0044
470,.004
472,.0045
474,.0046
476,.0042
478,.0042
480,.0045
482,.0043
484,.0037
486,.0032
488,.0035
490,.0032
492,.0038
494,.0033
496,.0033
498,.0029
500,.0031
502,.0031
504,.0033
506,.0036
508,.0032
510,.0038
512,.0034
514,.0033
516,.0031
518,.0033
520,.0027
522,.0034
524,.0038
526,.003
528,.0032
530,.0029
532,.0029
534,.002
536,.0027
538,.0031
540,.0039
542,.0031
544,.0021
546,.0033
548,.0026
550,.0024
552,.002
554,.0025
556,.003
558,.0023
560,.0025
562,.0032
564,.0023
566,.0023
568,.002
570,.0032
572,.0028
574,.003
576,.0026
578,.0022
580,.002
582,.002
584,.0024
586,.002
588,.0032
590,.0024
592,.0026
594,.0022
596,.0023
598,.0019
600,.0024
602,.002
604,.0018
606,.0018
608,.0022
610,.0023
612,.0018
614,.0017
616,.002
618,.001
620,.0017
622,.0024
624,.0019
626,.0022
628,.0023
630,.0017
632,.0017
634,.0017
636,.0021
638,.0025
640,.0012
642,.0024
644,.001
646,.0024
648,.0014
650,.0023
652,.0019
654,.0015
656,.002
658,.0015
660,.0014
662,.002
664,.0012
666,.0022
668,.0014
670,.0017
672,.001
674,.0007
676,.0014
678,.0018
680,.0014
682,.0015
684,.0011
686,.001
688,.001
690,.001
692,.0016
694,.0008
696,.0002
698,.0008
700,.0006
702,.0005
704,0
706,-.0002
708,.0008
710,.0015
712,.0009
714,.0008
716,.0014
718,.0009
720,.0004
722,.0008
724,.0006
726,.0013
728,.0012
730,.0012
732,.0007
734,.0006
736,.0013
738,.0005
740,.001
742,.0014
744,.0003
746,.0017
748,.0019
750,.0017
752,.0015
754,0
756,.0007
758,.0008
760,.0009
762,.0008
764,0
766,.0013
768,.0011
770,.0008
772,.0006
774,.0006
776,.0016
778,.001
780,.0007
782,.0007
784,-.0009
786,-.0018
788,.001
790,.0001
792,.0012
794,.0012
796,.0022
798,-.0003
800,.001
