2017-11-14 QP0030.csv,,amir,14/11/2017 16:00:15,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.4419
202,2.4088
204,2.3723
206,2.2902
208,2.1715
210,2.0094
212,1.8058
214,1.5715
216,1.3232
218,1.0884
220,.8583
222,.6635
224,.4559
226,.3133
228,.2444
230,.1991
232,.1427
234,.0859
236,.0473
238,.0185
240,.0048
242,.0002
244,-.0046
246,-.0059
248,-.0056
250,-.006
252,-.0081
254,-.01
256,-.0146
258,-.0131
260,-.0089
262,-.0075
264,-.0103
266,-.0124
268,-.0119
270,-.0111
272,-.0119
274,-.0104
276,-.0111
278,-.0133
280,-.013
282,-.0109
284,-.011
286,-.0096
288,-.0108
290,-.0096
292,-.0106
294,-.0111
296,-.0096
298,-.0072
300,-.0062
302,-.0066
304,-.0069
306,-.0066
308,-.0072
310,-.0063
312,-.005
314,-.0053
316,-.0062
318,-.005
320,-.0073
322,-.0069
324,-.0064
326,-.005
328,-.0044
330,-.0053
332,-.0047
334,-.0048
336,-.0048
338,-.0048
340,-.0046
342,-.0049
344,-.0049
346,-.0039
348,-.0046
350,-.0047
352,-.0054
354,-.0059
356,-.0061
358,-.0065
360,-.0051
362,-.0038
364,-.003
366,-.0032
368,-.003
370,-.0031
372,-.0037
374,-.0044
376,-.0036
378,-.0036
380,-.0032
382,-.0039
384,-.0036
386,-.0039
388,-.004
390,-.0036
392,-.0032
394,-.0024
396,-.0025
398,-.0023
400,-.0033
402,-.0029
404,-.0029
406,-.0028
408,-.0025
410,-.0025
412,-.0021
414,-.0026
416,-.0033
418,-.0045
420,-.0036
422,-.0026
424,-.0017
426,-.0012
428,-.001
430,-.0036
432,-.0035
434,-.003
436,-.0034
438,-.0037
440,-.0032
442,-.0029
444,-.0033
446,-.0027
448,-.0021
450,-.0022
452,-.0024
454,-.0024
456,-.0034
458,-.0022
460,-.002
462,-.0011
464,-.0011
466,-.0013
468,-.0011
470,-.0013
472,-.0013
474,-.0009
476,-.0009
478,-.0016
480,-.0048
482,-.0036
484,-.0024
486,-.0006
488,-.0011
490,0
492,.0007
494,.0006
496,.0002
498,.0002
500,.0002
502,-.0001
504,0
506,-.0001
508,-.0007
510,-.0001
512,.0004
514,.0001
516,-.0011
518,0
520,.0003
522,-.0002
524,-.0016
526,-.0022
528,.0001
530,.0009
532,.0009
534,.0003
536,.0015
538,-.0009
540,-.0002
542,.0008
544,.0015
546,.0018
548,.0024
550,.002
552,.001
554,.0021
556,.0027
558,.0018
560,.0019
562,.0018
564,.0018
566,.0023
568,.0021
570,.0028
572,.0032
574,.0044
576,.0053
578,.0056
580,.0057
582,.0056
584,.0055
586,.0044
588,.0045
590,.0038
592,.003
594,.0022
596,.003
598,.0031
600,.0033
602,.0014
604,.0017
606,.0022
608,.0029
610,.0029
612,.0038
614,.0034
616,.0034
618,.003
620,.0037
622,.0037
624,.0032
626,.0029
628,.0033
630,.0037
632,.0028
634,.0029
636,.0034
638,.0041
640,.0028
642,.0049
644,.0028
646,.0038
648,.004
650,.004
652,.0035
654,.0034
656,.0039
658,.0027
660,.0034
662,.0043
664,.0028
666,.0027
668,.0017
670,.0031
672,.0023
674,.003
676,.003
678,.003
680,.0033
682,.004
684,.0049
686,.0043
688,.0039
690,.0044
692,.004
694,.0038
696,.0022
698,.0024
700,.0041
702,.0051
704,.0039
706,.0032
708,.0039
710,.0041
712,.0043
714,.0045
716,.0041
718,.0048
720,.0044
722,.0045
724,.0044
726,.0059
728,.0047
730,.005
732,.0053
734,.0045
736,.0056
738,.0043
740,.0052
742,.005
744,.0048
746,.0056
748,.0059
750,.0057
752,.0054
754,.0049
756,.0041
758,.0049
760,.0054
762,.0046
764,.0052
766,.0066
768,.0057
770,.0058
772,.0058
774,.0056
776,.0059
778,.0058
780,.0058
782,.0055
784,.0043
786,.0046
788,.0048
790,.0052
792,.006
794,.0048
796,.0051
798,.0049
800,.0057
