2018-3-27 ddw1.csv,,Amir,27/03/2018 17:25:19,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.0056
202,-.0055
204,-.0051
206,-.0048
208,-.0046
210,-.0045
212,-.0037
214,-.0037
216,-.0036
218,-.0033
220,-.0033
222,-.003
224,-.0023
226,-.0028
228,-.0028
230,-.0026
232,-.0026
234,-.0026
236,-.0025
238,-.0023
240,-.0023
242,-.002
244,-.0019
246,-.0017
248,-.0016
250,-.0015
252,-.0014
254,-.0015
256,-.0015
258,-.0016
260,-.0016
262,-.0016
264,-.0018
266,-.0015
268,-.0016
270,-.0017
272,-.0016
274,-.0019
276,-.0017
278,-.0018
280,-.0017
282,-.0016
284,-.0017
286,-.0015
288,-.0014
290,-.0013
292,-.0012
294,-.0013
296,-.0012
298,-.0014
300,-.0012
302,-.0014
304,-.0015
306,-.0014
308,-.0012
310,-.0013
312,-.0013
314,-.0011
316,-.0012
318,-.001
320,-.001
322,-.001
324,-.0008
326,-.0007
328,-.0012
330,-.001
332,-.0007
334,-.0009
336,-.0008
338,-.0011
340,-.0011
342,-.001
344,-.0011
346,-.0009
348,-.001
350,-.0011
352,-.001
354,-.0008
356,-.0012
358,-.0008
360,-.001
362,-.001
364,-.0011
366,-.0012
368,-.0013
370,-.0012
372,-.0014
374,-.0011
376,-.0012
378,-.001
380,-.001
382,-.0008
384,-.001
386,-.0008
388,-.001
390,-.0008
392,-.0009
394,-.0006
396,-.0007
398,-.0009
400,-.0009
