2018-3-25 qp0030.csv,,Amir,27/03/2018 17:25:38,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.4829
202,2.4564
204,2.433
206,2.3655
208,2.2517
210,2.0961
212,1.8906
214,1.653
216,1.3987
218,1.1545
220,.9159
222,.7169
224,.5069
226,.355
228,.2711
230,.2219
232,.1603
234,.1015
236,.0605
238,.035
240,.0183
242,.0108
244,.0054
246,.0015
248,-.0006
250,-.0019
252,-.0029
254,-.0034
256,-.0038
258,-.0039
260,-.004
262,-.0038
264,-.0039
266,-.0038
268,-.0038
270,-.0036
272,-.0034
274,-.0033
276,-.0031
278,-.0031
280,-.003
282,-.0028
284,-.0029
286,-.0027
288,-.0024
290,-.0021
292,-.002
294,-.002
296,-.0017
298,-.0018
300,-.0015
302,-.0017
304,-.0017
306,-.0017
308,-.0016
310,-.0018
312,-.0018
314,-.002
316,-.0021
318,-.0024
320,-.0027
322,-.0026
324,-.0028
326,-.0032
328,-.0037
330,-.0037
332,-.0035
334,-.0035
336,-.0034
338,-.004
340,-.0037
342,-.0038
344,-.0038
346,-.0035
348,-.0034
350,-.0036
352,-.0033
354,-.0032
356,-.003
358,-.0029
360,-.003
362,-.0031
364,-.003
366,-.0034
368,-.0032
370,-.0035
372,-.0036
374,-.0033
376,-.0035
378,-.0032
380,-.0031
382,-.0032
384,-.0031
386,-.0032
388,-.0031
390,-.0029
392,-.003
394,-.0029
396,-.0029
398,-.003
400,-.0027
