2018-5-21 QP0035.csv,,Amir,24/05/2018 17:43:32,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.3084
202,2.2699
204,2.2304
206,2.1504
208,2.0289
210,1.8734
212,1.6781
214,1.4609
216,1.2287
218,1.0133
220,.806
222,.6282
224,.4385
226,.3048
228,.2347
230,.1916
232,.1356
234,.0843
236,.0497
238,.0268
240,.013
242,.0066
244,.0016
246,-.0014
248,-.0036
250,-.0049
252,-.0053
254,-.0058
256,-.0058
258,-.0057
260,-.006
262,-.0063
264,-.0057
266,-.0058
268,-.0057
270,-.0055
272,-.0054
274,-.0056
276,-.005
278,-.0048
280,-.0044
282,-.0043
284,-.0041
286,-.0039
288,-.0036
290,-.0033
292,-.0031
294,-.0026
296,-.0024
298,-.0027
300,-.0023
302,-.002
304,-.0018
306,-.0019
308,-.0018
310,-.002
312,-.0019
314,-.002
316,-.0021
318,-.0019
320,-.0022
322,-.0022
324,-.0026
326,-.0028
328,-.0025
330,-.0027
332,-.0026
334,-.0028
336,-.0026
338,-.003
340,-.0024
342,-.0025
344,-.0024
346,-.0023
348,-.0026
350,-.0025
352,-.0024
354,-.002
356,-.0024
358,-.0023
360,-.0022
362,-.0022
364,-.0024
366,-.0024
368,-.0028
370,-.0022
372,-.0028
374,-.0018
376,-.0022
378,-.002
380,-.0021
382,-.0019
384,-.0021
386,-.002
388,-.002
390,-.0022
392,-.0023
394,-.0024
396,-.0022
398,-.0022
400,-.0019
