2018-5-23 AAI055.csv,,Amir,24/05/2018 16:12:42,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.673
202,1.6323
204,1.5851
206,1.5218
208,1.423
210,1.3058
212,1.1641
214,1.0082
216,.8494
218,.6984
220,.5543
222,.4326
224,.2998
226,.2098
228,.1611
230,.1308
232,.0936
234,.0588
236,.0351
238,.0207
240,.011
242,.0068
244,.0031
246,.0014
248,-.0003
250,-.0009
252,-.0009
254,-.0011
256,-.0007
258,-.0003
260,-.0004
262,-.0005
264,0
266,.0005
268,.0008
270,.0009
272,.0011
274,.0011
276,.0013
278,.0019
280,.0018
282,.0018
284,.0019
286,.0018
288,.002
290,.0022
292,.0023
294,.0025
296,.0025
298,.0025
300,.0024
302,.0025
304,.0026
306,.0024
308,.0023
310,.0021
312,.002
314,.0018
316,.0019
318,.0016
320,.0014
322,.0015
324,.0013
326,.0011
328,.0009
330,.0008
332,.0012
334,.0007
336,.0005
338,.0003
340,.0005
342,.0004
344,.0005
346,.0005
348,0
350,.0002
352,.0005
354,.0006
356,.0004
358,.0005
360,.0005
362,.0005
364,.0004
366,.0005
368,.0005
370,.0005
372,.0002
374,.0011
376,.0005
378,.0007
380,.0009
382,.0009
384,.0009
386,.0009
388,.001
390,.0007
392,.0008
394,.0006
396,.001
398,.0002
400,.0011
