2018-5-23 AAI085.csv,,Amir,24/05/2018 16:12:53,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.5557
202,1.5142
204,1.4674
206,1.4068
208,1.3196
210,1.2099
212,1.0785
214,.9374
216,.7949
218,.6571
220,.5235
222,.4135
224,.2929
226,.2107
228,.162
230,.1324
232,.097
234,.0654
236,.0433
238,.0298
240,.0209
242,.0165
244,.0128
246,.0104
248,.0083
250,.0068
252,.0069
254,.0068
256,.0076
258,.0077
260,.0066
262,.006
264,.0065
266,.0069
268,.0071
270,.0069
272,.0066
274,.0063
276,.0062
278,.0063
280,.0064
282,.0062
284,.0061
286,.0057
288,.0057
290,.0055
292,.0056
294,.0056
296,.0053
298,.005
300,.0047
302,.0048
304,.0045
306,.0045
308,.0044
310,.0039
312,.0038
314,.0035
316,.0034
318,.0031
320,.003
322,.0029
324,.0025
326,.002
328,.0023
330,.0023
332,.0024
334,.0018
336,.002
338,.0014
340,.0016
342,.0016
344,.0015
346,.0014
348,.0014
350,.0012
352,.0016
354,.0016
356,.0012
358,.0013
360,.0013
362,.0013
364,.0011
366,.0011
368,.0008
370,.0013
372,.0009
374,.0013
376,.0011
378,.001
380,.0011
382,.0014
384,.001
386,.0011
388,.0012
390,.0008
392,.0007
394,.0006
396,.0007
398,.0005
400,.0008
