2018-5-21 QP0030.csv,,Amir,24/05/2018 17:43:37,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.3985
202,2.3663
204,2.3277
206,2.2541
208,2.1327
210,1.9749
212,1.7743
214,1.5449
216,1.3006
218,1.0769
220,.8565
222,.6703
224,.4645
226,.3252
228,.2496
230,.2024
232,.1441
234,.0902
236,.0523
238,.0286
240,.0141
242,.0073
244,.0019
246,-.0016
248,-.0038
250,-.0051
252,-.0057
254,-.0062
256,-.0062
258,-.0061
260,-.0064
262,-.0068
264,-.0066
266,-.0065
268,-.0062
270,-.0061
272,-.0062
274,-.0062
276,-.006
278,-.0053
280,-.0051
282,-.0048
284,-.0046
286,-.0045
288,-.0042
290,-.0036
292,-.0035
294,-.0029
296,-.0025
298,-.0029
300,-.0027
302,-.0025
304,-.0024
306,-.0023
308,-.0022
310,-.0024
312,-.0024
314,-.0025
316,-.0025
318,-.0027
320,-.0027
322,-.0027
324,-.0027
326,-.0031
328,-.0027
330,-.0027
332,-.0025
334,-.0029
336,-.0023
338,-.0026
340,-.0025
342,-.0027
344,-.0027
346,-.0024
348,-.0025
350,-.0024
352,-.0023
354,-.0023
356,-.0023
358,-.0024
360,-.0024
362,-.0023
364,-.0024
366,-.0024
368,-.0026
370,-.0022
372,-.0028
374,-.002
376,-.0024
378,-.002
380,-.002
382,-.0019
384,-.002
386,-.0022
388,-.0019
390,-.0023
392,-.002
394,-.0023
396,-.0021
398,-.0022
400,-.0019
