2017-11-28 KDZ010.csv,,amir,28/11/2017 13:56:49,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.1221
202,2.0791
204,2.0305
206,1.9554
208,1.838
210,1.6938
212,1.5097
214,1.314
216,1.1059
218,.9096
220,.7243
222,.5639
224,.3991
226,.2815
228,.2178
230,.1789
232,.1305
234,.0849
236,.0534
238,.0331
240,.0199
242,.0139
244,.0097
246,.0062
248,.0049
250,.0039
252,.0025
254,.0019
256,.0012
258,.0006
260,.0009
262,.0013
264,.0007
266,.0004
268,.0004
270,.0003
272,.0001
274,.0004
276,.0001
278,.0002
280,.0001
282,-.0004
284,-.0001
286,-.0003
288,-.0003
290,-.0004
292,-.0005
294,-.0008
296,-.0005
298,-.0006
300,-.0006
302,-.0007
304,-.0006
306,-.001
308,-.0011
310,-.0012
312,-.0012
314,-.0016
316,-.0015
318,-.0016
320,-.0021
322,-.0023
324,-.0026
326,-.0024
328,-.0032
330,-.0031
332,-.0026
334,-.0036
336,-.0034
338,-.0037
340,-.0036
342,-.0038
344,-.0036
346,-.004
348,-.0037
350,-.0039
352,-.004
354,-.0033
356,-.0035
358,-.0035
360,-.0032
362,-.0032
364,-.0031
366,-.0039
368,-.004
370,-.004
372,-.0041
374,-.0042
376,-.0044
378,-.0042
380,-.0041
382,-.0041
384,-.0043
386,-.0037
388,-.0037
390,-.0038
392,-.0038
394,-.0037
396,-.0038
398,-.0037
400,-.0036
402,-.0035
404,-.0037
406,-.0039
408,-.0037
410,-.0037
412,-.0038
414,-.0039
416,-.0038
418,-.0039
420,-.0039
422,-.0038
424,-.0036
426,-.0037
428,-.0038
430,-.0039
432,-.0038
434,-.0039
436,-.0039
438,-.0038
440,-.0041
442,-.0038
444,-.0036
446,-.0039
448,-.0036
450,-.0037
452,-.0035
454,-.0035
456,-.0035
458,-.0035
460,-.0036
462,-.0032
464,-.0035
466,-.0037
468,-.0034
470,-.0036
472,-.0038
474,-.0036
476,-.0036
478,-.0037
480,-.0037
482,-.0037
484,-.0038
486,-.0035
488,-.0035
490,-.0034
492,-.0035
494,-.0034
496,-.0036
498,-.0035
500,-.0034
502,-.0042
504,-.004
506,-.0042
508,-.0041
510,-.0043
512,-.0033
514,-.0035
516,-.0035
518,-.0036
520,-.0033
522,-.0033
524,-.0035
526,-.0035
528,-.0037
530,-.0033
532,-.0033
534,-.0033
536,-.0034
538,-.0037
540,-.0034
542,-.0032
544,-.0032
546,-.0031
548,-.0038
550,-.0039
552,-.0041
554,-.0036
556,-.0039
558,-.0043
560,-.0038
562,-.0044
564,-.0035
566,-.0036
568,-.0038
570,-.0036
572,-.0036
574,-.0039
576,-.0035
578,-.0036
580,-.0038
582,-.0038
584,-.003
586,-.0033
588,-.0036
590,-.0033
592,-.004
594,-.0036
596,-.0036
598,-.0036
600,-.0034
602,-.0041
604,-.0035
606,-.0034
608,-.0033
610,-.004
612,-.0033
614,-.0027
616,-.0024
618,-.0031
620,-.0038
622,-.0026
624,-.0028
626,-.0026
628,-.0027
630,-.0025
632,-.0029
634,-.0026
636,-.0029
638,-.0029
640,-.0028
642,-.0031
644,-.0027
646,-.003
648,-.0032
650,-.0041
652,-.0026
654,-.0029
656,-.0025
658,-.0025
660,-.0024
662,-.0019
664,-.0031
666,-.0019
668,-.0027
670,-.0028
672,-.0036
674,-.0035
676,-.004
678,-.0036
680,-.0035
682,-.003
684,-.0034
686,-.004
688,-.0039
690,-.0036
692,-.0036
694,-.0049
696,-.0031
698,-.0031
700,-.0036
702,-.0032
704,-.0029
706,-.0027
708,-.0023
710,-.0031
712,-.0034
714,-.003
716,-.0024
718,-.0032
720,-.0024
722,-.0025
724,-.0021
726,-.0038
728,-.0027
730,-.003
732,-.0034
734,-.0031
736,-.0027
738,-.0023
740,-.0031
742,-.0014
744,-.0037
746,-.0022
748,-.0031
750,-.003
752,-.0033
754,-.0023
756,-.002
758,-.0015
760,-.0025
762,-.0026
764,-.0026
766,-.0029
768,-.0028
770,-.0027
772,-.0016
774,-.0028
776,-.0017
778,-.0034
780,-.0027
782,-.0033
784,-.0033
786,-.0027
788,-.0026
790,-.0015
792,-.0024
794,-.0015
796,-.0027
798,-.0015
800,-.0036
