2017-11-28 AAI085.csv,,amir,28/11/2017 12:50:15,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.5824
202,1.5361
204,1.4884
206,1.4297
208,1.3386
210,1.228
212,1.0971
214,.9502
216,.801
218,.6585
220,.5258
222,.4107
224,.2921
226,.2069
228,.1613
230,.1359
232,.1034
234,.0712
236,.0492
238,.0351
240,.0254
242,.0215
244,.0194
246,.0169
248,.017
250,.0172
252,.0165
254,.0168
256,.0156
258,.0145
260,.0151
262,.0152
264,.0128
266,.0104
268,.009
270,.0076
272,.0065
274,.0059
276,.0052
278,.0049
280,.0044
282,.0038
284,.0041
286,.0039
288,.0039
290,.0036
292,.0035
294,.0031
296,.0034
298,.0033
300,.0033
302,.0031
304,.0028
306,.0021
308,.0015
310,.0012
312,.001
314,.0006
316,.0002
318,-.0001
320,-.0008
322,-.0014
324,-.0014
326,-.0011
328,-.0016
330,-.0019
332,-.0016
334,-.0021
336,-.0022
338,-.0023
340,-.0023
342,-.0022
344,-.0023
346,-.002
348,-.0022
350,-.0023
352,-.0022
354,-.0021
356,-.002
358,-.0019
360,-.0019
362,-.0018
364,-.0015
366,-.0021
368,-.0021
370,-.0027
372,-.0029
374,-.0025
376,-.0027
378,-.0022
380,-.0022
382,-.0025
384,-.0028
386,-.0025
388,-.0024
390,-.0028
392,-.0025
394,-.0024
396,-.0024
398,-.0025
400,-.0026
402,-.0026
404,-.0027
406,-.0029
408,-.0028
410,-.0027
412,-.0027
414,-.0031
416,-.003
418,-.003
420,-.0029
422,-.0028
424,-.0024
426,-.0023
428,-.0023
430,-.0026
432,-.0025
434,-.0025
436,-.0026
438,-.0025
440,-.0024
442,-.0023
444,-.0019
446,-.0021
448,-.0017
450,-.0019
452,-.0017
454,-.0016
456,-.0018
458,-.0018
460,-.0016
462,-.0012
464,-.0016
466,-.0016
468,-.0013
470,-.0015
472,-.0014
474,-.0015
476,-.0013
478,-.0013
480,-.0016
482,-.0019
484,-.0012
486,-.0008
488,-.0008
490,-.0007
492,-.0006
494,-.0002
496,-.0011
498,-.001
500,-.0011
502,-.0014
504,-.0017
506,-.0017
508,-.002
510,-.0021
512,-.0016
514,-.0017
516,-.0021
518,-.0022
520,-.0018
522,-.0018
524,-.0024
526,-.0025
528,-.002
530,-.0016
532,-.0018
534,-.0021
536,-.0019
538,-.0024
540,-.0022
542,-.0018
544,-.0014
546,-.0018
548,-.002
550,-.0024
552,-.0021
554,-.0024
556,-.0024
558,-.0023
560,-.0021
562,-.0027
564,-.0018
566,-.0018
568,-.0021
570,-.0023
572,-.0021
574,-.0022
576,-.0025
578,-.0019
580,-.0022
582,-.0024
584,-.0021
586,-.0024
588,-.0024
590,-.0022
592,-.0025
594,-.0025
596,-.0022
598,-.0021
600,-.0021
602,-.0023
604,-.0026
606,-.002
608,-.0023
610,-.0022
612,-.0017
614,-.0013
616,-.0014
618,-.0024
620,-.0024
622,-.0019
624,-.0023
626,-.0021
628,-.0019
630,-.0016
632,-.0023
634,-.0021
636,-.0022
638,-.0025
640,-.0026
642,-.0023
644,-.002
646,-.0022
648,-.0028
650,-.0028
652,-.0017
654,-.0023
656,-.0019
658,-.002
660,-.0019
662,-.0011
664,-.0022
666,-.0004
668,-.0019
670,-.0016
672,-.0023
674,-.0022
676,-.0021
678,-.0018
680,-.0017
682,-.0019
684,-.002
686,-.002
688,-.0024
690,-.002
692,-.0021
694,-.0027
696,-.0016
698,-.0024
700,-.0021
702,-.0021
704,-.0021
706,-.0015
708,-.0019
710,-.0012
712,-.0021
714,-.0023
716,-.0019
718,-.0018
720,-.002
722,-.002
724,-.0015
726,-.0028
728,-.0017
730,-.0023
732,-.0025
734,-.0023
736,-.0018
738,-.0024
740,-.0017
742,-.0018
744,-.0028
746,-.0021
748,-.0017
750,-.0023
752,-.0024
754,-.002
756,-.0011
758,-.0016
760,-.0025
762,-.0032
764,-.0017
766,-.0013
768,-.0026
770,-.0021
772,-.0013
774,-.0023
776,-.0008
778,-.0029
780,-.0025
782,-.0026
784,-.0025
786,-.0026
788,-.0027
790,-.0018
792,-.0012
794,-.0025
796,-.0028
798,-.0006
800,-.0039
