2017-12-26 sh70.csv,,Amir,26/12/2017 16:40:52,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.7606
202,2.7792
204,2.8
206,2.7933
208,2.7518
210,2.7053
212,2.6282
214,2.4786
216,2.2219
218,1.9136
220,1.5596
222,1.235
224,.8854
226,.6342
228,.5048
230,.4183
232,.3072
234,.2081
236,.1387
238,.0934
240,.0647
242,.0515
244,.0423
246,.0346
248,.0313
250,.0291
252,.0265
254,.0256
256,.0245
258,.0233
260,.0231
262,.0232
264,.0227
266,.022
268,.0217
270,.0212
272,.0209
274,.0211
276,.0206
278,.0203
280,.0201
282,.0198
284,.0195
286,.0193
288,.0193
290,.0192
292,.0194
294,.019
296,.0192
298,.0192
300,.0192
302,.0187
304,.0185
306,.0179
308,.0175
310,.017
312,.0171
314,.0162
316,.0157
318,.0151
320,.0147
322,.0141
324,.0136
326,.013
328,.0117
330,.0116
332,.0111
334,.0113
336,.0111
338,.0108
340,.011
342,.0108
344,.0109
346,.0107
348,.0102
350,.0106
352,.0105
354,.0113
356,.0109
358,.011
360,.011
362,.011
364,.0109
366,.0098
368,.0096
370,.0089
372,.0093
374,.0092
376,.0085
378,.0089
380,.009
382,.0084
384,.0085
386,.0091
388,.009
390,.0089
392,.0089
394,.0091
396,.0088
398,.0088
400,.0088
402,.0084
404,.0086
406,.0087
408,.0086
410,.0083
412,.0087
414,.0081
416,.0081
418,.0081
420,.0081
422,.0081
424,.0082
426,.008
428,.008
430,.0084
432,.008
434,.0081
436,.0083
438,.0079
440,.0079
442,.0083
444,.0082
446,.0083
448,.0083
450,.0083
452,.0082
454,.0082
456,.0081
458,.0076
460,.0081
462,.0082
464,.0079
466,.008
468,.0078
470,.0074
472,.0078
474,.0077
476,.0076
478,.0077
480,.008
482,.0078
484,.0082
486,.0082
488,.0082
490,.0082
492,.0079
494,.0082
496,.0079
498,.0077
500,.0078
502,.0062
504,.0062
506,.0069
508,.0065
510,.0067
512,.0077
514,.008
516,.0078
518,.0076
520,.0077
522,.0075
524,.0074
526,.0072
528,.0073
530,.0075
532,.0071
534,.0071
536,.0071
538,.0067
540,.0066
542,.0069
544,.0067
546,.0069
548,.0056
550,.0058
552,.0054
554,.0059
556,.005
558,.0053
560,.0053
562,.0056
564,.0051
566,.0053
568,.0052
570,.0047
572,.0048
574,.0047
576,.0052
578,.005
580,.0046
582,.0049
584,.0044
586,.0052
588,.0051
590,.0055
592,.0052
594,.005
596,.0044
598,.0058
600,.0055
602,.0056
604,.0061
606,.0052
608,.0052
610,.0055
612,.0057
614,.0062
616,.006
618,.0062
620,.0065
622,.0061
624,.0058
626,.0064
628,.0061
630,.0061
632,.0063
634,.0069
636,.006
638,.006
640,.0063
642,.0061
644,.0058
646,.0067
648,.0065
650,.0067
652,.0067
654,.0071
656,.0069
658,.0069
660,.0073
662,.0072
664,.0062
666,.0063
668,.0061
670,.0059
672,.0053
674,.005
676,.0043
678,.0052
680,.0043
682,.0046
684,.0039
686,.0042
688,.0045
690,.0043
692,.0042
694,.004
696,.0041
698,.0039
700,.0036
702,.004
704,.0049
706,.0048
708,.0049
710,.0047
712,.004
714,.0051
716,.0047
718,.0054
720,.0046
722,.0055
724,.0049
726,.0056
728,.0055
730,.005
732,.0053
734,.0049
736,.0049
738,.0051
740,.0056
742,.0052
744,.0052
746,.005
748,.0038
750,.0046
752,.0053
754,.0052
756,.0041
758,.0055
760,.0051
762,.0039
764,.0046
766,.0054
768,.0045
770,.0055
772,.0046
774,.004
776,.0043
778,.0032
780,.0043
782,.0046
784,.005
786,.0056
788,.005
790,.0051
792,.0038
794,.0039
796,.0042
798,.0039
800,.0034
