2017-12-26 kdz5.csv,,Amir,26/12/2017 14:44:30,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.0849
202,2.0482
204,2.004
206,1.9276
208,1.8114
210,1.6669
212,1.4868
214,1.2947
216,1.0858
218,.8906
220,.7094
222,.552
224,.388
226,.2704
228,.2082
230,.1698
232,.1229
234,.0778
236,.0477
238,.028
240,.0152
242,.0095
244,.0058
246,.0025
248,.0012
250,.0005
252,-.0004
254,-.0007
256,-.0015
258,-.0015
260,-.0013
262,-.0009
264,-.001
266,-.0012
268,-.0011
270,-.0012
272,-.0009
274,-.0006
276,-.0008
278,-.0006
280,-.0006
282,-.0004
284,-.0004
286,-.0005
288,-.0002
290,-.0001
292,.0001
294,-.0002
296,.0001
298,.0002
300,.0002
302,.0001
304,-.0001
306,-.0001
308,-.0003
310,-.0005
312,-.0004
314,-.0007
316,-.0009
318,-.0012
320,-.0014
322,-.0017
324,-.0016
326,-.0018
328,-.0027
330,-.0023
332,-.0027
334,-.0027
336,-.0029
338,-.0029
340,-.0027
342,-.0031
344,-.0029
346,-.0029
348,-.0032
350,-.0027
352,-.0027
354,-.0025
356,-.0024
358,-.0023
360,-.0022
362,-.0022
364,-.0019
366,-.0026
368,-.0023
370,-.0027
372,-.0024
374,-.0028
376,-.0031
378,-.0027
380,-.0024
382,-.0026
384,-.0026
386,-.0023
388,-.0023
390,-.0023
392,-.0024
394,-.0023
396,-.0023
398,-.0023
400,-.0025
402,-.0026
404,-.0026
406,-.0023
408,-.0026
410,-.0025
412,-.0024
414,-.0027
416,-.0027
418,-.0025
420,-.0025
422,-.0025
424,-.0024
426,-.0025
428,-.0025
430,-.0023
432,-.0025
434,-.0025
436,-.0024
438,-.0026
440,-.0023
442,-.0024
444,-.0023
446,-.0022
448,-.0024
450,-.0021
452,-.0021
454,-.0023
456,-.0023
458,-.0024
460,-.0021
462,-.002
464,-.0022
466,-.0022
468,-.0022
470,-.0024
472,-.0021
474,-.0025
476,-.0024
478,-.0025
480,-.0024
482,-.0028
484,-.0021
486,-.0022
488,-.0023
490,-.002
492,-.0023
494,-.0023
496,-.0023
498,-.0023
500,-.0022
502,-.0028
504,-.0031
506,-.0032
508,-.003
510,-.0027
512,-.0023
514,-.0022
516,-.0022
518,-.0023
520,-.0023
522,-.0023
524,-.0025
526,-.0023
528,-.0022
530,-.002
532,-.0022
534,-.0021
536,-.0021
538,-.0024
540,-.0024
542,-.002
544,-.002
546,-.002
548,-.0025
550,-.0023
552,-.0026
554,-.0023
556,-.0025
558,-.0025
560,-.0026
562,-.0027
564,-.0023
566,-.0023
568,-.0022
570,-.0024
572,-.0025
574,-.0022
576,-.002
578,-.0022
580,-.0027
582,-.0019
584,-.0024
586,-.0017
588,-.0024
590,-.0019
592,-.0015
594,-.0025
596,-.0028
598,-.002
600,-.0024
602,-.0027
604,-.0022
606,-.0023
608,-.0024
610,-.0024
612,-.0021
614,-.0016
616,-.0023
618,-.0022
620,-.0019
622,-.0028
624,-.0024
626,-.0023
628,-.0017
630,-.0017
632,-.0024
634,-.0017
636,-.0023
638,-.0028
640,-.0019
642,-.0025
644,-.0023
646,-.0024
648,-.002
650,-.0021
652,-.0026
654,-.0022
656,-.0022
658,-.0023
660,-.0021
662,-.0015
664,-.0025
666,-.0019
668,-.0022
670,-.0021
672,-.0024
674,-.0019
676,-.0025
678,-.0021
680,-.002
682,-.0024
684,-.0023
686,-.0021
688,-.0021
690,-.0022
692,-.0025
694,-.0024
696,-.0022
698,-.0018
700,-.0027
702,-.0025
704,-.0019
706,-.0022
708,-.0024
710,-.0018
712,-.0016
714,-.0018
716,-.0022
718,-.0017
720,-.0023
722,-.0014
724,-.0016
726,-.0014
728,-.0016
730,-.0022
732,-.0022
734,-.0024
736,-.0021
738,-.0018
740,-.0014
742,-.0013
744,-.0018
746,-.0015
748,-.0009
750,-.002
752,-.0008
754,-.0013
756,-.0023
758,-.0015
760,-.0021
762,-.0023
764,-.0018
766,-.0011
768,-.0017
770,-.0016
772,-.001
774,-.0021
776,-.0016
778,-.0024
780,-.0013
782,-.0012
784,-.0019
786,-.0012
788,-.0028
790,-.0007
792,-.0028
794,-.0027
796,-.0022
798,-.0016
800,-.0017
