2017-12-26 aai085.csv,,Amir,26/12/2017 16:04:04,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.5235
202,1.4802
204,1.4352
206,1.3765
208,1.2887
210,1.1822
212,1.0512
214,.9117
216,.7638
218,.6283
220,.4961
222,.3862
224,.2706
226,.1878
228,.144
230,.1175
232,.0851
234,.0539
236,.0328
238,.019
240,.0101
242,.0064
244,.0036
246,.0014
248,.0008
250,.0002
252,-.0005
254,-.0005
256,-.001
258,-.0013
260,-.0009
262,-.0007
264,-.0005
266,-.0009
268,-.0007
270,-.0009
272,-.0007
274,-.0006
276,-.0007
278,-.0007
280,-.0008
282,-.0007
284,-.0008
286,-.0008
288,-.0007
290,-.0006
292,-.0004
294,-.0007
296,-.0006
298,-.0003
300,-.0004
302,-.0003
304,-.0005
306,-.0007
308,-.0008
310,-.0009
312,-.0009
314,-.001
316,-.0012
318,-.0015
320,-.0014
322,-.0021
324,-.0017
326,-.0021
328,-.0029
330,-.003
332,-.0033
334,-.003
336,-.0031
338,-.0035
340,-.003
342,-.0034
344,-.0032
346,-.0036
348,-.0035
350,-.0032
352,-.0033
354,-.0024
356,-.0026
358,-.0024
360,-.0025
362,-.0024
364,-.0023
366,-.0031
368,-.0031
370,-.0034
372,-.003
374,-.0032
376,-.0033
378,-.0033
380,-.0031
382,-.0032
384,-.0033
386,-.0025
388,-.0026
390,-.0024
392,-.0026
394,-.0025
396,-.0024
398,-.0025
400,-.0025
402,-.0026
404,-.0025
406,-.0024
408,-.0024
410,-.0026
412,-.0025
414,-.0026
416,-.0026
418,-.0025
420,-.0026
422,-.0024
424,-.0023
426,-.0023
428,-.0023
430,-.0021
432,-.0025
434,-.0022
436,-.0022
438,-.0024
440,-.0023
442,-.0023
444,-.0023
446,-.0024
448,-.002
450,-.0021
452,-.0021
454,-.0021
456,-.0022
458,-.0023
460,-.002
462,-.002
464,-.0021
466,-.0022
468,-.0022
470,-.0024
472,-.002
474,-.0022
476,-.0024
478,-.0024
480,-.0023
482,-.0024
484,-.0018
486,-.0021
488,-.0021
490,-.0019
492,-.0022
494,-.0017
496,-.0019
498,-.0021
500,-.0019
502,-.0031
504,-.0028
506,-.0031
508,-.0031
510,-.0027
512,-.0019
514,-.002
516,-.002
518,-.002
520,-.002
522,-.0022
524,-.0022
526,-.0021
528,-.0019
530,-.0017
532,-.002
534,-.0019
536,-.002
538,-.0021
540,-.0021
542,-.0019
544,-.0017
546,-.0016
548,-.0027
550,-.0024
552,-.0025
554,-.0025
556,-.0026
558,-.0028
560,-.0028
562,-.0022
564,-.0026
566,-.0022
568,-.0022
570,-.0026
572,-.0025
574,-.0023
576,-.0024
578,-.0025
580,-.0027
582,-.0024
584,-.0028
586,-.0024
588,-.0026
590,-.002
592,-.0021
594,-.0027
596,-.003
598,-.002
600,-.0024
602,-.0027
604,-.0023
606,-.0022
608,-.0025
610,-.0024
612,-.0022
614,-.0017
616,-.0021
618,-.0017
620,-.0015
622,-.0021
624,-.0017
626,-.0019
628,-.0014
630,-.0019
632,-.0018
634,-.0012
636,-.002
638,-.0017
640,-.0016
642,-.0017
644,-.0022
646,-.0014
648,-.0019
650,-.0014
652,-.0023
654,-.0019
656,-.0021
658,-.0016
660,-.0014
662,-.0016
664,-.0021
666,-.0015
668,-.0016
670,-.0017
672,-.0022
674,-.0022
676,-.0028
678,-.0022
680,-.0023
682,-.0027
684,-.0021
686,-.0024
688,-.0022
690,-.002
692,-.0025
694,-.0021
696,-.0019
698,-.0021
700,-.0028
702,-.0021
704,-.0022
706,-.0014
708,-.0016
710,-.002
712,-.002
714,-.0015
716,-.0018
718,-.0007
720,-.0019
722,-.0009
724,-.0016
726,-.0018
728,-.0009
730,-.0025
732,-.001
734,-.0014
736,-.0018
738,-.0014
740,-.0013
742,-.0014
744,-.0013
746,-.001
748,-.0018
750,-.0008
752,-.0004
754,-.0006
756,-.0011
758,-.001
760,-.0011
762,-.0019
764,-.0014
766,-.0006
768,-.0012
770,-.0009
772,-.0013
774,-.0029
776,-.0021
778,-.0018
780,-.0012
782,-.0008
784,-.0002
786,-.0002
788,-.0015
790,-.0012
792,-.0021
794,-.0023
796,-.0016
798,-.0011
800,-.0009
