2017-12-26 sh75.csv,,Amir,26/12/2017 16:40:57,GENESYS 10S,2L7M233003,2.001
nm,A
200,.7465
202,.7009
204,.6677
206,.634
208,.5896
210,.5407
212,.4813
214,.4189
216,.3526
218,.2915
220,.2333
222,.1843
224,.1323
226,.0945
228,.0745
230,.063
232,.0486
234,.0347
236,.0252
238,.0191
240,.0151
242,.0131
244,.0122
246,.011
248,.011
250,.0108
252,.0103
254,.01
256,.0098
258,.0093
260,.0094
262,.0095
264,.009
266,.0084
268,.0082
270,.0079
272,.0077
274,.0074
276,.007
278,.0067
280,.0063
282,.0059
284,.0055
286,.0051
288,.005
290,.0048
292,.0049
294,.0043
296,.0043
298,.0042
300,.0042
302,.0039
304,.0038
306,.0037
308,.0035
310,.0034
312,.0033
314,.0033
316,.0033
318,.0029
320,.003
322,.0031
324,.003
326,.0028
328,.0017
330,.0018
332,.0015
334,.0018
336,.0018
338,.0017
340,.0019
342,.0017
344,.0018
346,.0016
348,.0014
350,.0016
352,.0015
354,.0027
356,.0023
358,.0025
360,.0024
362,.0024
364,.0027
366,.0013
368,.0017
370,.0014
372,.0016
374,.0012
376,.0012
378,.0013
380,.0016
382,.0015
384,.0017
386,.0023
388,.0024
390,.0025
392,.0023
394,.0023
396,.0022
398,.0022
400,.002
402,.0018
404,.002
406,.0019
408,.0019
410,.0017
412,.0018
414,.0018
416,.0016
418,.0016
420,.0015
422,.0016
424,.0018
426,.0017
428,.0016
430,.002
432,.0016
434,.0018
436,.0018
438,.0014
440,.0015
442,.0018
444,.0014
446,.0018
448,.0018
450,.0018
452,.0017
454,.0015
456,.0015
458,.0013
460,.0016
462,.0017
464,.0015
466,.0014
468,.0015
470,.0012
472,.0013
474,.0012
476,.0008
478,.001
480,.0011
482,.0009
484,.0013
486,.0013
488,.001
490,.0013
492,.0009
494,.0014
496,.0011
498,.0011
500,.0012
502,.0001
504,-.0004
506,-.0003
508,-.0002
510,0
512,.0009
514,.0009
516,.0007
518,.0008
520,.0007
522,.0007
524,.0005
526,.0005
528,.0005
530,.001
532,.0006
534,.0006
536,.0007
538,.0002
540,.0004
542,.0006
544,.0007
546,.0005
548,-.0004
550,-.0004
552,-.0003
554,-.0005
556,-.0007
558,-.0007
560,-.0004
562,-.0001
564,-.0006
566,-.0003
568,-.0002
570,-.0007
572,-.0006
574,-.0007
576,-.0005
578,-.0005
580,-.0007
582,-.0005
584,-.0007
586,-.0005
588,-.0009
590,0
592,0
594,-.0007
596,-.0012
598,-.0006
600,-.0011
602,-.0008
604,-.0005
606,-.0005
608,-.001
610,-.0009
612,-.0007
614,-.0001
616,-.0004
618,.0006
620,.0004
622,-.0006
624,-.0005
626,-.0007
628,0
630,.0002
632,-.0003
634,.0008
636,-.0002
638,-.0003
640,-.0004
642,-.0002
644,0
646,-.0002
648,-.0004
650,.0001
652,-.0003
654,-.0002
656,-.0001
658,-.0006
660,.0001
662,-.0004
664,-.0006
666,-.0004
668,-.0004
670,-.0005
672,-.001
674,-.0006
676,-.0013
678,-.0007
680,-.0007
682,-.0007
684,-.001
686,-.0013
688,-.0008
690,-.0006
692,-.0008
694,-.001
696,-.0003
698,-.0005
700,-.0008
702,-.0004
704,-.0002
706,-.0001
708,-.0001
710,0
712,0
714,.0004
716,.0001
718,.0008
720,-.0001
722,.0015
724,.0006
726,.0007
728,.0013
730,-.0003
732,.0007
734,.0002
736,.0011
738,.0011
740,.0013
742,.0011
744,.0011
746,.0005
748,.0006
750,0
752,.0007
754,.0011
756,0
758,.0002
760,.0005
762,.0006
764,-.0002
766,.0003
768,.0001
770,-.0008
772,.0005
774,-.001
776,-.0012
778,-.0012
780,-.0006
782,-.0009
784,.0004
786,.0011
788,.0001
790,.0001
792,-.0009
794,-.0012
796,-.0002
798,.0009
800,-.0008
