2018-4-24 sh75.csv,,amir,30/04/2018 14:49:29,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.7001
202,-.6346
204,-.5406
206,-.4566
208,-.3374
210,-.2999
212,-.2007
214,-.1996
216,-.2967
218,-.244
220,-.3298
222,-.2152
224,-.2211
226,-.2692
228,-.2206
230,-.1779
232,-.1307
234,-.0834
236,-.0524
238,-.034
240,-.0205
242,-.0143
244,-.0102
246,-.0072
248,-.005
250,-.0045
252,-.0032
254,-.003
256,-.0032
258,-.0031
260,-.0026
262,-.002
264,-.0021
266,-.0026
268,-.0024
270,-.0028
272,-.0026
274,-.0028
276,-.0027
278,-.0033
280,-.003
282,-.0032
284,-.0034
286,-.0033
288,-.0035
290,-.0036
292,-.0036
294,-.0036
296,-.0041
298,-.0035
300,-.0036
302,-.0036
304,-.0037
306,-.0036
308,-.0035
310,-.0033
312,-.0031
314,-.0031
316,-.003
318,-.0028
320,-.0026
322,-.0026
324,-.0024
326,-.0018
328,-.0019
330,-.0015
332,-.0015
334,-.0017
336,-.0015
338,-.0014
340,-.0019
342,-.0017
344,-.0021
346,-.0018
348,-.0015
350,-.0017
352,-.0014
354,-.0014
356,-.0014
358,-.0012
360,-.001
362,-.0009
364,-.0007
366,-.0014
368,-.0015
370,-.0015
372,-.0012
374,-.0015
376,-.0016
378,-.0014
380,-.0012
382,-.0012
384,-.0011
386,-.0013
388,-.0016
390,-.0014
392,-.0014
394,-.0015
396,-.0014
398,-.0016
400,-.0015
