2018-4-23 aai080.csv,,amir,30/04/2018 11:35:31,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.5978
202,1.5489
204,1.5015
206,1.4375
208,1.3468
210,1.2381
212,1.102
214,.9617
216,.8065
218,.6679
220,.5327
222,.4225
224,.3041
226,.2173
228,.1737
230,.1464
232,.1141
234,.0826
236,.0589
238,.0454
240,.0354
242,.0306
244,.0264
246,.0235
248,.0208
250,.0199
252,.017
254,.0159
256,.014
258,.0137
260,.0137
262,.0138
264,.0133
266,.0128
268,.0126
270,.0129
272,.0126
274,.013
276,.0124
278,.0124
280,.0122
282,.0119
284,.0121
286,.0121
288,.0116
290,.0114
292,.0104
294,.0095
296,.009
298,.0091
300,.0092
302,.0091
304,.0086
306,.0083
308,.0081
310,.0078
312,.0078
314,.0077
316,.0077
318,.0076
320,.0075
322,.0067
324,.0067
326,.0066
328,.0065
330,.0063
332,.0062
334,.0063
336,.0062
338,.0058
340,.006
342,.0056
344,.0054
346,.0057
348,.0059
350,.0057
352,.0056
354,.0056
356,.0053
358,.0055
360,.0055
362,.0058
364,.0057
366,.0056
368,.0056
370,.0059
372,.0052
374,.0055
376,.0051
378,.0052
380,.0052
382,.0053
384,.0048
386,.0046
388,.0051
390,.005
392,.005
394,.0049
396,.0054
398,.005
400,.005
