2018-4-22 qp0060.csv,,amir,30/04/2018 14:49:24,GENESYS 10S,2L7M233003,2.001
nm,A
200,.0394
202,.0364
204,.0428
206,.0435
208,.0488
210,.0472
212,.0397
214,.0372
216,.0335
218,.0217
220,.0221
222,.0184
224,.0085
226,.004
228,.0043
230,.0025
232,-.0003
234,-.0002
236,-.0019
238,-.0022
240,-.0028
242,-.0028
244,-.0025
246,-.0033
248,-.0024
250,-.0029
252,-.0023
254,-.0022
256,-.0024
258,-.0024
260,-.0019
262,-.0012
264,-.0015
266,-.0015
268,-.0022
270,-.0021
272,-.0021
274,-.0021
276,-.002
278,-.0024
280,-.0027
282,-.0021
284,-.0024
286,-.0023
288,-.0023
290,-.0021
292,-.0021
294,-.0022
296,-.0023
298,-.0021
300,-.0019
302,-.0018
304,-.002
306,-.0011
308,-.0017
310,-.0017
312,-.0015
314,-.0015
316,-.0014
318,-.001
320,-.0012
322,-.0017
324,-.0013
326,-.0009
328,-.0011
330,-.001
332,-.0012
334,-.0012
336,-.001
338,-.0013
340,-.0013
342,-.0011
344,-.0017
346,-.0016
348,-.0018
350,-.0016
352,-.0013
354,-.0014
356,-.0013
358,-.0013
360,-.0013
362,-.0011
364,-.0007
366,-.0015
368,-.0016
370,-.0013
372,-.0013
374,-.0012
376,-.0015
378,-.0013
380,-.001
382,-.0013
384,-.0012
386,-.0008
388,-.0011
390,-.001
392,-.0011
394,-.0012
396,-.0012
398,-.0013
400,-.0016
