2018-4-30 ddw.csv,,amir,30/04/2018 11:35:15,GENESYS 10S,2L7M233003,2.001
nm,A
200,.047
202,.0474
204,.044
206,.0429
208,.0404
210,.039
212,.0356
214,.0343
216,.033
218,.0306
220,.0306
222,.0277
224,.0241
226,.0229
228,.0228
230,.0229
232,.0231
234,.0227
236,.0211
238,.0203
240,.0197
242,.0194
244,.0186
246,.0177
248,.0158
250,.0156
252,.0139
254,.0127
256,.0115
258,.0109
260,.011
262,.012
264,.0104
266,.0104
268,.0104
270,.0105
272,.0105
274,.0107
276,.0105
278,.0102
280,.0103
282,.0103
284,.0103
286,.0102
288,.0099
290,.0097
292,.0087
294,.0078
296,.0072
298,.0077
300,.0076
302,.0076
304,.0073
306,.0071
308,.0071
310,.0068
312,.007
314,.007
316,.0068
318,.0067
320,.0064
322,.0065
324,.0063
326,.0064
328,.0065
330,.0061
332,.0064
334,.0062
336,.0064
338,.0062
340,.0063
342,.006
344,.0059
346,.0063
348,.0063
350,.006
352,.0056
354,.0059
356,.0054
358,.0057
360,.0058
362,.0059
364,.0064
366,.0061
368,.006
370,.0061
372,.0057
374,.0057
376,.0056
378,.0056
380,.0059
382,.0056
384,.0055
386,.0055
388,.0055
390,.0053
392,.0054
394,.0054
396,.0057
398,.0054
400,.0055
