2018-2-12 DDW.csv,,AMIR,12/02/2018 15:06:37,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.0002
202,-.0002
204,-.0002
206,-.0003
208,-.0006
210,-.0006
212,-.0006
214,-.0005
216,-.0005
218,-.0004
220,-.0006
222,-.0003
224,-.0005
226,-.0005
228,-.0005
230,-.0006
232,-.0007
234,-.0007
236,-.0006
238,-.0007
240,-.0006
242,-.0007
244,-.0006
246,-.0007
248,-.0008
250,-.0008
252,-.0008
254,-.0007
256,-.0006
258,-.0011
260,-.0006
262,-.0008
264,-.0009
266,-.0003
268,-.0008
270,-.0008
272,-.0008
274,-.0006
276,-.0008
278,-.0006
280,-.0006
282,-.0006
284,-.0006
286,-.0006
288,-.0005
290,-.0006
292,-.0005
294,-.0004
296,-.0006
298,-.0007
300,-.0007
302,-.0004
304,-.0005
306,-.0005
308,-.0004
310,-.0005
312,-.0007
314,-.0005
316,-.0006
318,-.0008
320,-.0007
322,-.0007
324,-.0008
326,-.0009
328,-.001
330,-.001
332,-.0011
334,-.001
336,-.0009
338,-.001
340,-.0012
342,-.001
344,-.0011
346,-.0008
348,-.0009
350,-.0012
352,-.0008
354,-.0008
356,-.0008
358,-.0009
360,-.001
362,-.0006
364,-.0009
366,-.0004
368,-.0008
370,-.0011
372,-.001
374,-.0009
376,-.0009
378,-.001
380,-.0011
382,-.0007
384,-.001
386,-.0011
388,-.0008
390,-.0009
392,-.0009
394,-.0008
396,-.0009
398,-.0007
400,-.0008
