2018-5-7 ddw1.csv,,amir,07/05/2018 14:37:03,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.0654
202,-.0619
204,-.0589
206,-.0548
208,-.053
210,-.0504
212,-.0479
214,-.0456
216,-.0445
218,-.0428
220,-.0412
222,-.0377
224,-.0368
226,-.0338
228,-.0337
230,-.0341
232,-.0342
234,-.0328
236,-.0314
238,-.0308
240,-.0295
242,-.0289
244,-.0278
246,-.0273
248,-.0252
250,-.0245
252,-.0228
254,-.0218
256,-.0202
258,-.0191
260,-.0198
262,-.0202
264,-.0198
266,-.0183
268,-.0187
270,-.0184
272,-.0187
274,-.0186
276,-.0183
278,-.0182
280,-.0183
282,-.0182
284,-.0184
286,-.018
288,-.0178
290,-.0171
292,-.016
294,-.0151
296,-.0146
298,-.015
300,-.0148
302,-.0143
304,-.0141
306,-.0138
308,-.014
310,-.0138
312,-.0132
314,-.0131
316,-.0136
318,-.0131
320,-.0129
322,-.0128
324,-.0125
326,-.0127
328,-.0132
330,-.0127
332,-.0124
334,-.0123
336,-.0121
338,-.0123
340,-.012
342,-.0115
344,-.0119
346,-.0124
348,-.0115
350,-.0115
352,-.0114
354,-.011
356,-.0111
358,-.011
360,-.0108
362,-.0111
364,-.0112
366,-.0111
368,-.0108
370,-.011
372,-.0107
374,-.0106
376,-.011
378,-.0109
380,-.0109
382,-.0107
384,-.0106
386,-.0103
388,-.0099
390,-.0103
392,-.0102
394,-.0103
396,-.01
398,-.0102
400,-.0103
