qp0060.csv,,Amir,03/10/2017 12:41:24,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.3577
202,2.3101
204,2.2653
206,2.1852
208,2.0576
210,1.8998
212,1.7028
214,1.4811
216,1.2509
218,1.0239
220,.8152
222,.6359
224,.4543
226,.3175
228,.2437
230,.1988
232,.1432
234,.0919
236,.0563
238,.0339
240,.0196
242,.0126
244,.0071
246,.0039
248,.0011
250,-.0006
252,-.0012
254,-.0018
256,-.0018
258,-.0016
260,-.0025
262,-.0032
264,-.0027
266,-.0023
268,-.0025
270,-.0023
272,-.0025
274,-.0029
276,-.0026
278,-.0023
280,-.0024
282,-.0022
284,-.0021
286,-.0021
288,-.0021
290,-.0017
292,-.0017
294,-.0015
296,-.0012
298,-.002
300,-.0018
302,-.0017
304,-.0015
306,-.0013
308,-.0016
310,-.0016
312,-.0019
314,-.002
316,-.0022
318,-.0023
320,-.0023
322,-.0024
324,-.0025
326,-.0028
328,-.0027
330,-.0033
332,-.0035
334,-.0033
336,-.0035
338,-.0034
340,-.0035
342,-.0031
344,-.0032
346,-.0035
348,-.0036
350,-.0035
352,-.0029
354,-.0026
356,-.0028
358,-.0028
360,-.0029
362,-.0031
364,-.003
366,-.0034
368,-.0035
370,-.0032
372,-.0037
374,-.0034
376,-.0035
378,-.0026
380,-.0033
382,-.003
384,-.003
386,-.0028
388,-.0028
390,-.0029
392,-.003
394,-.0029
396,-.0028
398,-.003
400,-.0029
402,-.0027
404,-.0026
406,-.0026
408,-.0026
410,-.0028
412,-.0027
414,-.0026
416,-.0026
418,-.0025
420,-.0027
422,-.0029
424,-.0027
426,-.0027
428,-.0026
430,-.0027
432,-.0028
434,-.0027
436,-.0028
438,-.0027
440,-.0025
442,-.0028
444,-.0028
446,-.0026
448,-.0027
450,-.0025
452,-.0025
454,-.0024
456,-.0024
458,-.0024
460,-.0024
462,-.0024
464,-.0024
466,-.0026
468,-.0024
470,-.002
472,-.0025
474,-.0025
476,-.0024
478,-.0023
480,-.0023
482,-.002
484,-.0023
486,-.0025
488,-.0024
490,-.0023
492,-.0026
494,-.0027
496,-.0023
498,-.0024
500,-.0023
502,-.0023
504,-.0032
506,-.0028
508,-.0024
510,-.0022
512,-.0021
514,-.0022
516,-.002
518,-.0022
520,-.0021
522,-.0022
524,-.0018
526,-.0018
528,-.0022
530,-.0023
532,-.0022
534,-.0021
536,-.0021
538,-.0023
540,-.0019
542,-.0022
544,-.0025
546,-.0021
548,-.0024
550,-.0023
552,-.0024
554,-.0024
556,-.0021
558,-.0025
560,-.0022
562,-.0025
564,-.0024
566,-.0023
568,-.0026
570,-.0025
572,-.0024
574,-.0027
576,-.0027
578,-.0021
580,-.0022
582,-.0025
584,-.0027
586,-.0026
588,-.0023
590,-.0022
592,-.0026
594,-.0026
596,-.0026
598,-.0021
600,-.0021
602,-.0021
604,-.0021
606,-.0024
608,-.0024
610,-.0019
612,-.0023
614,-.002
616,-.0021
618,-.0016
620,-.002
622,-.002
624,-.0017
626,-.0011
628,-.0017
630,-.0024
632,-.0021
634,-.002
636,-.0015
638,-.0022
640,-.0021
642,-.0025
644,-.0018
646,-.0018
648,-.0014
650,-.0017
652,-.0015
654,-.002
656,-.0019
658,-.0013
660,-.0016
662,-.0012
664,-.0012
666,-.0011
668,-.0013
670,-.0018
672,-.0018
674,-.0021
676,-.0023
678,-.0016
680,-.0015
682,-.0019
684,-.0023
686,-.0018
688,-.0019
690,-.0025
692,-.0023
694,-.0022
696,-.0022
698,-.0023
700,-.0025
702,-.002
704,-.0022
706,-.0018
708,-.0014
710,-.0016
712,-.0015
714,-.0013
716,-.0012
718,-.0008
720,-.0012
722,-.0018
724,-.0011
726,-.0011
728,-.0011
730,-.0012
732,-.0012
734,-.0006
736,-.0013
738,-.001
740,-.0014
742,-.0014
744,-.0007
746,-.001
748,-.0013
750,-.0001
752,-.0007
754,-.001
756,-.0012
758,-.0012
760,-.0011
762,-.0014
764,-.0008
766,-.0005
768,-.0009
770,-.0009
772,-.0012
774,-.0003
776,-.0003
778,-.0019
780,-.0015
782,-.0014
784,-.0018
786,-.0018
788,-.0005
790,-.0009
792,-.0006
794,-.002
796,-.0007
798,-.0022
800,-.0004
