2018-2-7 qo0035.csv,,amir,08/02/2018 14:40:34,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.4708
202,2.4349
204,2.4019
206,2.3268
208,2.2106
210,2.0478
212,1.8441
214,1.606
216,1.3549
218,1.1174
220,.8855
222,.6929
224,.4886
226,.3418
228,.2627
230,.2143
232,.1548
234,.0977
236,.0594
238,.0341
240,.018
242,.0109
244,.006
246,.0019
248,.0003
250,-.0008
252,-.0021
254,-.0026
256,-.0033
258,-.0037
260,-.003
262,-.0026
264,-.0031
266,-.0029
268,-.0029
270,-.003
272,-.0031
274,-.0024
276,-.0024
278,-.0022
280,-.0022
282,-.002
284,-.0018
286,-.0016
288,-.0015
290,-.0016
292,-.0012
294,-.0011
296,-.0009
298,-.0008
300,-.0007
302,-.0006
304,-.0008
306,-.0009
308,-.001
310,-.0016
312,-.0012
314,-.0014
316,-.0017
318,-.0017
320,-.002
322,-.0021
324,-.0023
326,-.0026
328,-.003
330,-.0032
332,-.0035
334,-.0034
336,-.0036
338,-.0035
340,-.0035
342,-.0031
344,-.0034
346,-.0032
348,-.0034
350,-.0032
352,-.0032
354,-.003
356,-.0028
358,-.0028
360,-.003
362,-.003
364,-.0027
366,-.0031
368,-.0032
370,-.0033
372,-.0031
374,-.0032
376,-.0034
378,-.0029
380,-.003
382,-.0027
384,-.0032
386,-.0026
388,-.0028
390,-.0028
392,-.0028
394,-.0026
396,-.0027
398,-.0029
400,-.0027
