2018-1-11 QP0030.csv,,Amir,11/01/2018 18:39:05,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.5147
202,2.4775
204,2.4435
206,2.3683
208,2.2403
210,2.0784
212,1.8692
214,1.6269
216,1.3678
218,1.1236
220,.8938
222,.6963
224,.4825
226,.3381
228,.2593
230,.2094
232,.1472
234,.0913
236,.0522
238,.0276
240,.0118
242,.005
244,0
246,-.0038
248,-.0053
250,-.0069
252,-.0077
254,-.0081
256,-.0081
258,-.0082
260,-.0082
262,-.0081
264,-.008
266,-.008
268,-.0078
270,-.0072
272,-.0076
274,-.0074
276,-.0072
278,-.0069
280,-.007
282,-.0065
284,-.0065
286,-.0063
288,-.006
290,-.0056
292,-.0055
294,-.0052
296,-.0051
298,-.0047
300,-.0046
302,-.0045
304,-.0044
306,-.0042
308,-.0044
310,-.0044
312,-.0046
314,-.0045
316,-.0046
318,-.0046
320,-.0045
322,-.0046
324,-.0048
326,-.005
328,-.0056
330,-.0056
332,-.0052
334,-.0058
336,-.0053
338,-.0055
340,-.0059
342,-.0051
344,-.0055
346,-.0051
348,-.0052
350,-.0049
352,-.0049
354,-.0045
356,-.0046
358,-.0045
360,-.0045
362,-.0043
364,-.0043
366,-.0047
368,-.0045
370,-.0047
372,-.0045
374,-.0048
376,-.0045
378,-.0042
380,-.0042
382,-.0042
384,-.0039
386,-.0039
388,-.0037
390,-.0039
392,-.0038
394,-.0036
396,-.0036
398,-.0034
400,-.0034
