2018-1-11 SH75.csv,,Amir,11/01/2018 18:38:59,GENESYS 10S,2L7M233003,2.001
nm,A
200,.4504
202,.4162
204,.3932
206,.372
208,.3442
210,.3129
212,.2764
214,.2378
216,.1978
218,.1603
220,.1234
222,.0932
224,.0617
226,.0391
228,.027
230,.0195
232,.0109
234,.0029
236,-.0021
238,-.0052
240,-.0069
242,-.0079
244,-.0084
246,-.0086
248,-.0089
250,-.0088
252,-.0089
254,-.0084
256,-.008
258,-.0078
260,-.0078
262,-.0076
264,-.0074
266,-.0069
268,-.0067
270,-.0067
272,-.0064
274,-.0061
276,-.0062
278,-.0064
280,-.0066
282,-.0059
284,-.0061
286,-.0061
288,-.0061
290,-.0059
292,-.0056
294,-.0054
296,-.0055
298,-.0052
300,-.005
302,-.005
304,-.0048
306,-.0045
308,-.0045
310,-.0045
312,-.0046
314,-.0043
316,-.0043
318,-.0043
320,-.0042
322,-.004
324,-.0041
326,-.0043
328,-.0041
330,-.0045
332,-.0042
334,-.0044
336,-.0036
338,-.0036
340,-.0041
342,-.0035
344,-.0037
346,-.0036
348,-.0038
350,-.0038
352,-.0032
354,-.0031
356,-.0032
358,-.0031
360,-.003
362,-.0031
364,-.003
366,-.0029
368,-.0031
370,-.0032
372,-.0032
374,-.003
376,-.0027
378,-.0029
380,-.003
382,-.0028
384,-.0028
386,-.0025
388,-.0025
390,-.0024
392,-.0026
394,-.0023
396,-.0025
398,-.002
400,-.0021
