2017-12-11 qp0065.csv,,Amir,11/12/2017 15:06:20,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.3675
202,2.3182
204,2.2746
206,2.1944
208,2.0643
210,1.9094
212,1.7039
214,1.4861
216,1.2525
218,1.0306
220,.8182
222,.6354
224,.4491
226,.3158
228,.2426
230,.1976
232,.1426
234,.0912
236,.0555
238,.0331
240,.018
242,.0112
244,.0065
246,.0028
248,.0005
250,-.0003
252,-.001
254,-.0013
256,-.0011
258,-.0016
260,-.0019
262,-.0018
264,-.0015
266,-.0012
268,-.0013
270,-.0013
272,-.0015
274,-.0011
276,-.0006
278,-.0007
280,-.0006
282,-.0007
284,-.0005
286,-.0004
288,0
290,-.0001
292,.0003
294,.0003
296,.0005
298,.0004
300,.0004
302,.0009
304,.0004
306,.0004
308,.0003
310,.0001
312,-.0002
314,-.0002
316,-.0001
318,-.0005
320,-.0004
322,-.0006
324,-.0009
326,-.001
328,-.0013
330,-.0016
332,-.0017
334,-.0019
336,-.0017
338,-.0017
340,-.0019
342,-.0014
344,-.0016
346,-.0014
348,-.0017
350,-.0019
352,-.0013
354,-.0013
356,-.0013
358,-.0012
360,-.0014
362,-.0015
364,-.0014
366,-.0019
368,-.0019
370,-.0018
372,-.0017
374,-.002
376,-.0019
378,-.0021
380,-.002
382,-.0017
384,-.0015
386,-.0014
388,-.0014
390,-.0014
392,-.0015
394,-.0016
396,-.0015
398,-.0015
400,-.0014
402,-.0015
404,-.0016
406,-.0015
408,-.0015
410,-.0013
412,-.0013
414,-.0012
416,-.0013
418,-.0014
420,-.0014
422,-.0015
424,-.0016
426,-.0015
428,-.0016
430,-.001
432,-.0012
434,-.001
436,-.001
438,-.0008
440,-.0008
442,-.0012
444,-.0008
446,-.001
448,-.0008
450,-.0009
452,-.0009
454,-.0006
456,-.0009
458,-.0009
460,-.0009
462,-.001
464,-.0009
466,-.0012
468,-.0012
470,-.0014
472,-.0013
474,-.0008
476,-.001
478,-.0012
480,-.0008
482,-.0011
484,-.0014
486,-.0013
488,-.0012
490,-.0013
492,-.0013
494,-.0012
496,-.0011
498,-.0012
500,-.0012
502,-.0017
504,-.002
506,-.0014
508,-.0015
510,-.0012
512,-.0013
514,-.001
516,-.0012
518,-.0013
520,-.0014
522,-.0012
524,-.0011
526,-.001
528,-.0013
530,-.0013
532,-.0011
534,-.0014
536,-.0013
538,-.0012
540,-.0012
542,-.0013
544,-.0013
546,-.0014
548,-.0016
550,-.0017
552,-.0011
554,-.0015
556,-.0015
558,-.0016
560,-.0014
562,-.0019
564,-.0019
566,-.0016
568,-.0019
570,-.0014
572,-.0019
574,-.0016
576,-.0013
578,-.002
580,-.0023
582,-.0019
584,-.0017
586,-.002
588,-.0016
590,-.0014
592,-.0023
594,-.0017
596,-.0017
598,-.0023
600,-.0022
602,-.0014
604,-.0017
606,-.002
608,-.0017
610,-.0015
612,-.0018
614,-.0015
616,-.0009
618,-.0015
620,-.0018
622,-.0016
624,-.002
626,-.0013
628,-.0015
630,-.0021
632,-.0022
634,-.0015
636,-.0015
638,-.0023
640,-.0021
642,-.0016
644,-.0013
646,-.0017
648,-.0022
650,-.0007
652,-.0025
654,-.0019
656,-.0015
658,-.0016
660,-.0022
662,-.0012
664,-.0014
666,-.0007
668,-.0015
670,-.0011
672,-.0013
674,-.0023
676,-.0015
678,-.0018
680,-.0014
682,-.0019
684,-.0024
686,-.002
688,-.002
690,-.0019
692,-.0018
694,-.0018
696,-.0018
698,-.0018
700,-.0019
702,-.0019
704,-.0023
706,-.0018
708,-.0016
710,-.0017
712,-.0014
714,-.0023
716,-.0012
718,-.0013
720,-.0027
722,-.0021
724,-.0022
726,-.0019
728,-.0018
730,-.0021
732,-.0024
734,-.0025
736,-.0023
738,-.0015
740,-.0022
742,-.0018
744,-.0024
746,-.0021
748,-.0024
750,-.0016
752,-.0009
754,-.002
756,-.0017
758,-.0019
760,-.0022
762,-.0021
764,-.0013
766,-.0023
768,-.0018
770,-.0006
772,-.0014
774,-.0018
776,-.0016
778,-.0023
780,-.0018
782,-.0005
784,-.0014
786,-.0027
788,-.0016
790,-.0014
792,-.0021
794,-.0018
796,-.0018
798,-.0017
800,-.002
