dw.csv,,Amir,28/02/2018 14:05:23,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.001
202,.0003
204,-.0001
206,-.0002
208,.0001
210,.0001
212,-.0002
214,-.0001
216,-.0003
218,-.0001
220,-.0001
222,-.0001
224,-.0001
226,.0002
228,-.0001
230,-.0001
232,-.0001
234,.0001
236,0
238,-.0003
240,0
242,0
244,-.0001
246,0
248,0
250,-.0001
252,0
254,-.0001
256,0
258,-.0001
260,-.0001
262,0
264,0
266,-.0002
268,0
270,-.0001
272,-.0001
274,0
276,.0001
278,.0001
280,0
282,0
284,-.0001
286,0
288,0
290,-.0001
292,0
294,-.0001
296,-.0001
298,0
300,0
302,-.0002
304,0
306,0
308,0
310,0
312,-.0001
314,-.0002
316,0
318,-.0001
320,.0001
322,-.0001
324,-.0001
326,0
328,.0002
330,-.0002
332,-.0002
334,-.0003
336,-.0003
338,0
340,-.0004
342,-.0004
344,-.0004
346,-.0005
348,0
350,-.0001
352,-.0001
354,-.0005
356,-.0001
358,0
360,-.0001
362,-.0002
364,0
366,-.0001
368,.0004
370,0
372,-.0002
374,-.0001
376,-.0002
378,.0002
380,0
382,-.0003
384,0
386,.0001
388,-.0002
390,-.0001
392,0
394,-.0001
396,0
398,-.0001
400,-.0001
