2018-2-20 aai055.csv,,Amir,28/02/2018 15:19:02,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.6554
202,1.6152
204,1.5706
206,1.5072
208,1.4124
210,1.2996
212,1.1597
214,1.0073
216,.8478
218,.6994
220,.5529
222,.4326
224,.3054
226,.215
228,.166
230,.1364
232,.1003
234,.0661
236,.0427
238,.0279
240,.0184
242,.0142
244,.0113
246,.0087
248,.0074
250,.0071
252,.0061
254,.0061
256,.0058
258,.0054
260,.0055
262,.0058
264,.0054
266,.0049
268,.0048
270,.0045
272,.004
274,.0039
276,.0033
278,.0031
280,.0029
282,.0026
284,.0028
286,.0027
288,.0029
290,.0029
292,.003
294,.0031
296,.0031
298,.0032
300,.0032
302,.0029
304,.0031
306,.003
308,.0027
310,.0025
312,.0022
314,.0016
316,.0013
318,.001
320,.0008
322,.0004
324,.0002
326,.0001
328,-.0006
330,-.0007
332,-.001
334,-.001
336,-.0008
338,-.001
340,-.0012
342,-.0009
344,-.0005
346,-.0008
348,-.0003
350,-.0008
352,-.0003
354,-.0008
356,0
358,.0002
360,.0003
362,.0004
364,.0006
366,.0004
368,.0008
370,.0005
372,.0004
374,.0004
376,0
378,.0005
380,-.0001
382,-.0004
384,-.0001
386,-.0001
388,.0001
390,0
392,0
394,-.0001
396,.0001
398,.0001
400,.0002
