aai080.csv,,amir,24/10/2017 16:57:33,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.4849
202,1.4354
204,1.3888
206,1.3324
208,1.2492
210,1.1507
212,1.0284
214,.8928
216,.7498
218,.6154
220,.4836
222,.3743
224,.2593
226,.1766
228,.1311
230,.1064
232,.0749
234,.0447
236,.0245
238,.0126
240,.0048
242,.0018
244,-.0006
246,-.0029
248,-.0032
250,-.0039
252,-.0046
254,-.0049
256,-.0058
258,-.0062
260,-.0056
262,-.0057
264,-.0061
266,-.0065
268,-.0068
270,-.0068
272,-.007
274,-.0076
276,-.0078
278,-.0081
280,-.0085
282,-.0082
284,-.0085
286,-.0082
288,-.0077
290,-.0067
292,-.0059
294,-.0056
296,-.0048
298,-.004
300,-.0039
302,-.0036
304,-.0036
306,-.0036
308,-.0035
310,-.0034
312,-.0037
314,-.0035
316,-.0035
318,-.0036
320,-.0039
322,-.0037
324,-.0038
326,-.0038
328,-.0045
330,-.0046
332,-.0044
334,-.0042
336,-.0046
338,-.0043
340,-.004
342,-.0043
344,-.0043
346,-.0043
348,-.0044
350,-.004
352,-.0039
354,-.0036
356,-.0034
358,-.0034
360,-.0031
362,-.0032
364,-.0031
366,-.0039
368,-.0037
370,-.0045
372,-.0042
374,-.0036
376,-.0037
378,-.0033
380,-.0039
382,-.0038
384,-.0034
386,-.0035
388,-.0036
390,-.0036
392,-.0035
394,-.0034
396,-.0035
398,-.0036
400,-.0032
402,-.0034
404,-.0034
406,-.0034
408,-.0032
410,-.0034
412,-.0034
414,-.0028
416,-.0035
418,-.0034
420,-.0031
422,-.0036
424,-.0032
426,-.0032
428,-.0033
430,-.0032
432,-.0033
434,-.0031
436,-.0031
438,-.0033
440,-.0031
442,-.003
444,-.003
446,-.0029
448,-.0032
450,-.0028
452,-.0029
454,-.0029
456,-.0027
458,-.0027
460,-.0028
462,-.0026
464,-.0027
466,-.0028
468,-.0025
470,-.0028
472,-.0026
474,-.0028
476,-.0025
478,-.0024
480,-.0026
482,-.0028
484,-.0026
486,-.0027
488,-.0024
490,-.0025
492,-.0024
494,-.0024
496,-.0023
498,-.0023
500,-.0026
502,-.0027
504,-.0021
506,-.003
508,-.0032
510,-.003
512,-.0024
514,-.0022
516,-.0025
518,-.0022
520,-.0022
522,-.0024
524,-.0023
526,-.0024
528,-.0022
530,-.0022
532,-.0021
534,-.0021
536,-.0022
538,-.0019
540,-.0021
542,-.002
544,-.0018
546,-.0019
548,-.0026
550,-.0025
552,-.0025
554,-.0023
556,-.0027
558,-.0025
560,-.0025
562,-.0023
564,-.0025
566,-.0026
568,-.0021
570,-.0025
572,-.0025
574,-.0025
576,-.0024
578,-.0023
580,-.0029
582,-.0025
584,-.0024
586,-.0028
588,-.0025
590,-.0021
592,-.0016
594,-.0023
596,-.0021
598,-.003
600,-.0024
602,-.0024
604,-.0025
606,-.002
608,-.0022
610,-.0026
612,-.0025
614,-.0015
616,-.0019
618,-.0018
620,-.0025
622,-.0015
624,-.0014
626,-.0015
628,-.002
630,-.002
632,-.0022
634,-.0013
636,-.002
638,-.0018
640,-.0014
642,-.0019
644,-.0017
646,-.0016
648,-.0012
650,-.0006
652,-.001
654,-.0016
656,-.0016
658,-.0013
660,-.0017
662,-.0015
664,-.0018
666,-.001
668,-.0022
670,-.0016
672,-.0018
674,-.002
676,-.0016
678,-.0022
680,-.0017
682,-.0015
684,-.0017
686,-.002
688,-.0021
690,-.0024
692,-.0015
694,-.0012
696,-.0018
698,-.0017
700,-.0018
702,-.0019
704,-.0017
706,-.0012
708,-.0015
710,-.0018
712,-.001
714,-.0005
716,-.001
718,-.0004
720,-.0013
722,-.0012
724,-.0017
726,-.0007
728,-.0017
730,-.0011
732,-.0023
734,-.0013
736,-.0011
738,-.0017
740,-.0011
742,-.0011
744,-.0007
746,-.0022
748,-.0008
750,-.0011
752,-.0012
754,-.0014
756,-.0013
758,-.0006
760,-.0014
762,-.0013
764,-.0012
766,-.0015
768,-.0013
770,-.0026
772,-.0012
774,-.0018
776,-.0005
778,-.0019
780,-.0005
782,-.001
784,-.0018
786,-.0008
788,-.0007
790,.0004
792,-.0025
794,-.0009
796,-.0012
798,-.0013
800,-.0006
