2017-10-24 sh70.csv,,amir,24/10/2017 15:57:20,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.6996
202,2.7059
204,2.7266
206,2.7363
208,2.7053
210,2.6584
212,2.6038
214,2.4655
216,2.2278
218,1.919
220,1.5638
222,1.2367
224,.8759
226,.6258
228,.4933
230,.4045
232,.2938
234,.1925
236,.12
238,.0747
240,.045
242,.0313
244,.0219
246,.0145
248,.0106
250,.0083
252,.0059
254,.0051
256,.0039
258,.0032
260,.0032
262,.0031
264,.003
266,.0028
268,.0029
270,.003
272,.003
274,.0032
276,.0032
278,.0037
280,.0037
282,.0039
284,.0039
286,.0044
288,.0049
290,.0054
292,.006
294,.006
296,.0065
298,.0072
300,.0073
302,.0072
304,.0071
306,.0068
308,.0064
310,.0061
312,.0057
314,.0057
316,.0051
318,.0045
320,.0043
322,.0038
324,.0033
326,.0029
328,.0021
330,.0019
332,.0014
334,.0015
336,.0011
338,.0012
340,.0015
342,.001
344,.0008
346,.0007
348,.0006
350,.001
352,.0013
354,.0014
356,.0014
358,.0012
360,.0015
362,.0012
364,.0015
366,.0007
368,.0009
370,.0005
372,.0005
374,.0007
376,.0006
378,.0013
380,.0006
382,.0007
384,.0013
386,.0011
388,.0009
390,.0011
392,.0011
394,.0012
396,.0012
398,.0011
400,.0014
402,.0012
404,.001
406,.0011
408,.0011
410,.001
412,.001
414,.0012
416,.0008
418,.0007
420,.001
422,.0007
424,.0011
426,.0008
428,.0006
430,.0009
432,.0008
434,.0008
436,.0009
438,.0006
440,.0006
442,.0004
444,.001
446,.0009
448,.0011
450,.001
452,.0008
454,.0009
456,.0008
458,.001
460,.0008
462,.0009
464,.0008
466,.0006
468,.0011
470,.0008
472,.0008
474,.001
476,.0009
478,.0009
480,.0007
482,.0007
484,.0009
486,.0006
488,.0009
490,.001
492,.0007
494,.0008
496,.0008
498,.0008
500,.0009
502,.0004
504,.001
506,-.0003
508,.0001
510,.0004
512,.0005
514,.0011
516,.0006
518,.0006
520,.0008
522,.0006
524,.0009
526,.0006
528,.0009
530,.0008
532,.001
534,.001
536,.0008
538,.0007
540,.001
542,.001
544,.0008
546,.001
548,.0003
550,.0005
552,.0003
554,.0005
556,-.0001
558,.0004
560,.0004
562,.0008
564,.0005
566,.0004
568,.0007
570,.0007
572,.0008
574,.0004
576,.0006
578,.0005
580,.0002
582,.0009
584,.0006
586,.0003
588,.0002
590,.0008
592,.0013
594,0
596,.0006
598,.0002
600,-.0001
602,.0006
604,.0004
606,.0011
608,.001
610,.0001
612,.0002
614,.0009
616,.0006
618,.0011
620,.0005
622,.0012
624,.0013
626,.0015
628,.0009
630,.0011
632,.0009
634,.0008
636,.0013
638,.0004
640,.0009
642,.0012
644,.001
646,.0004
648,.0011
650,.0012
652,.0005
654,.0005
656,.001
658,.0007
660,.0004
662,.0012
664,.0016
666,.0012
668,.0002
670,.0007
672,.0006
674,0
676,.0004
678,.0003
680,.0007
682,.0002
684,-.0001
686,.0004
688,.0005
690,.0005
692,.0003
694,.0008
696,.0002
698,.0004
700,.0001
702,-.0001
704,.0006
706,.0006
708,.0007
710,.0002
712,.0011
714,.0012
716,.0008
718,.001
720,.0005
722,.0009
724,.0001
726,.0003
728,-.0001
730,.0013
732,0
734,.0009
736,.0006
738,.0003
740,.0004
742,.0008
744,.0017
746,-.0004
748,.0008
750,.0009
752,.0004
754,.0006
756,.0009
758,.0016
760,.0008
762,.0001
764,.0007
766,.0002
768,.0005
770,.0001
772,.0007
774,.0007
776,.0019
778,.0002
780,.0015
782,.0011
784,.0003
786,.0006
788,.0014
790,.0022
792,-.0005
794,.0006
796,.0007
798,0
800,.0018
