2017-10-24 qp0065.csv,,amir,24/10/2017 17:32:39,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.3706
202,2.3268
204,2.2877
206,2.2129
208,2.0969
210,1.9524
212,1.7615
214,1.5304
216,1.2936
218,1.0615
220,.8422
222,.6598
224,.4574
226,.3175
228,.2428
230,.1967
232,.1393
234,.087
236,.0507
238,.0284
240,.0145
242,.0081
244,.0033
246,-.0002
248,-.0023
250,-.0038
252,-.0046
254,-.0055
256,-.006
258,-.006
260,-.0058
262,-.0069
264,-.007
266,-.0071
268,-.0073
270,-.0073
272,-.0073
274,-.0082
276,-.008
278,-.0079
280,-.008
282,-.0081
284,-.008
286,-.0076
288,-.007
290,-.0059
292,-.0049
294,-.0044
296,-.0037
298,-.0029
300,-.0028
302,-.0027
304,-.0025
306,-.0025
308,-.0025
310,-.0026
312,-.0029
314,-.0028
316,-.0028
318,-.0031
320,-.0033
322,-.0032
324,-.0034
326,-.0034
328,-.0043
330,-.0043
332,-.0044
334,-.0041
336,-.0047
338,-.0043
340,-.0041
342,-.0044
344,-.0043
346,-.0045
348,-.0044
350,-.0046
352,-.0043
354,-.0036
356,-.0035
358,-.0036
360,-.0033
362,-.0036
364,-.0034
366,-.0039
368,-.0036
370,-.0046
372,-.0042
374,-.0042
376,-.0042
378,-.0035
380,-.004
382,-.0039
384,-.0035
386,-.0037
388,-.0036
390,-.0037
392,-.0036
394,-.0036
396,-.0035
398,-.0036
400,-.0034
402,-.0034
404,-.0036
406,-.0035
408,-.0032
410,-.0035
412,-.0034
414,-.0033
416,-.0034
418,-.0033
420,-.0032
422,-.0034
424,-.003
426,-.0032
428,-.0033
430,-.0035
432,-.0034
434,-.0034
436,-.0033
438,-.0035
440,-.0035
442,-.0036
444,-.0033
446,-.0031
448,-.003
450,-.0029
452,-.0029
454,-.003
456,-.0029
458,-.0029
460,-.0029
462,-.003
464,-.0029
466,-.0031
468,-.0029
470,-.0029
472,-.0028
474,-.003
476,-.0028
478,-.0027
480,-.003
482,-.0028
484,-.0029
486,-.0031
488,-.0028
490,-.0025
492,-.0027
494,-.0028
496,-.0029
498,-.0026
500,-.0027
502,-.0031
504,-.0024
506,-.0035
508,-.0031
510,-.0035
512,-.0028
514,-.0025
516,-.0026
518,-.0024
520,-.0024
522,-.0027
524,-.0024
526,-.0026
528,-.0022
530,-.0025
532,-.0023
534,-.0023
536,-.0025
538,-.0025
540,-.0023
542,-.0024
544,-.0022
546,-.0023
548,-.0028
550,-.0029
552,-.0027
554,-.0026
556,-.0028
558,-.0027
560,-.003
562,-.0028
564,-.0028
566,-.0031
568,-.0021
570,-.0027
572,-.0025
574,-.0028
576,-.0026
578,-.0025
580,-.0029
582,-.0024
584,-.0028
586,-.0027
588,-.0027
590,-.0026
592,-.0018
594,-.0025
596,-.0027
598,-.0026
600,-.0026
602,-.0023
604,-.002
606,-.0021
608,-.0022
610,-.0026
612,-.0027
614,-.0017
616,-.0026
618,-.0017
620,-.0025
622,-.0018
624,-.0011
626,-.0016
628,-.0014
630,-.0018
632,-.0023
634,-.0025
636,-.0019
638,-.0016
640,-.0017
642,-.002
644,-.0008
646,-.0021
648,-.0014
650,-.0015
652,-.0016
654,-.0016
656,-.0018
658,-.0017
660,-.0012
662,-.0014
664,-.0009
666,-.0006
668,-.0023
670,-.0016
672,-.0013
674,-.0019
676,-.002
678,-.0021
680,-.0015
682,-.0013
684,-.0016
686,-.0023
688,-.0023
690,-.0023
692,-.0019
694,-.0012
696,-.0021
698,-.002
700,-.0019
702,-.0018
704,-.0014
706,-.0016
708,-.0012
710,-.0017
712,-.0013
714,-.0011
716,-.0019
718,-.0013
720,-.0017
722,-.0017
724,-.002
726,-.0012
728,-.0025
730,-.001
732,-.002
734,-.0011
736,-.0015
738,-.0016
740,-.0015
742,-.0012
744,-.0008
746,-.0017
748,-.0021
750,-.0012
752,-.0029
754,-.0013
756,-.0007
758,-.0008
760,-.0015
762,-.0013
764,-.0017
766,-.0015
768,-.0015
770,-.0019
772,-.0024
774,-.0018
776,-.0016
778,-.0021
780,-.0007
782,-.0014
784,-.0016
786,-.0009
788,-.0012
790,-.0006
792,-.0025
794,-.0011
796,-.0014
798,-.0003
800,-.0001
