2018-2-5 ddw.csv,,AMIR,05/02/2018 13:48:32,GENESYS 10S,2L7M233003,2.001
nm,A
200,-.0008
202,-.0009
204,-.0014
206,-.0009
208,-.0008
210,-.0008
212,-.001
214,-.0007
216,-.0006
218,-.0006
220,-.0003
222,-.0004
224,-.0002
226,-.0004
228,-.0001
230,-.0001
232,-.0001
234,0
236,.0002
238,.0001
240,.0002
242,0
244,.0002
246,.0003
248,.0002
250,.0004
252,0
254,.0003
256,.0001
258,-.0002
260,.0005
262,.0001
264,.0003
266,.0003
268,.0003
270,.0003
272,.0002
274,.0004
276,.0001
278,.0004
280,.0001
282,.0002
284,.0004
286,.0004
288,.0001
290,.0002
292,.0002
294,.0004
296,.0002
298,.0001
300,.0003
302,.0003
304,.0002
306,.0002
308,.0002
310,.0002
312,-.0002
314,.0002
316,.0002
318,.0002
320,.0002
322,.0004
324,.0002
326,.0004
328,.0002
330,.0004
332,.0002
334,-.0001
336,.0003
338,.0004
340,.0004
342,.0004
344,.0003
346,.0004
348,.0005
350,.0005
352,.0003
354,.0004
356,.0001
358,.0003
360,.0002
362,.0001
364,.0004
366,.0003
368,.0005
370,.0005
372,.0002
374,.0001
376,.0001
378,.0002
380,.0005
382,.0006
384,.0003
386,.0003
388,.0002
390,.0004
392,.0003
394,.0001
396,.0001
398,.0003
400,.0003
