2018-1-22 aai055.csv,,AMIR,24/01/2018 18:20:16,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.6397
202,1.5986
204,1.5496
206,1.4869
208,1.3948
210,1.2794
212,1.1398
214,.9895
216,.8316
218,.684
220,.544
222,.4258
224,.3012
226,.2127
228,.1642
230,.1352
232,.1003
234,.0664
236,.0431
238,.0281
240,.0184
242,.0141
244,.011
246,.0086
248,.0075
250,.0068
252,.0063
254,.0057
256,.0056
258,.0054
260,.0056
262,.0055
264,.0058
266,.0056
268,.0057
270,.006
272,.0059
274,.006
276,.0064
278,.0069
280,.0061
282,.0064
284,.0063
286,.0065
288,.0064
290,.0064
292,.0062
294,.0063
296,.0062
298,.0062
300,.0061
302,.0061
304,.006
306,.0057
308,.0055
310,.0052
312,.0051
314,.0048
316,.0047
318,.0045
320,.0042
322,.004
324,.0039
326,.0035
328,.0034
330,.0033
332,.0027
334,.0027
336,.0023
338,.0025
340,.0024
342,.0024
344,.0025
346,.0024
348,.0026
350,.0023
352,.0019
354,.0024
356,.0023
358,.0022
360,.0023
362,.0022
364,.0024
366,.002
368,.0021
370,.0015
372,.0021
374,.0019
376,.0019
378,.0021
380,.0017
382,.0024
384,.0021
386,.002
388,.0021
390,.0021
392,.0018
394,.0018
396,.0016
398,.0018
400,.0017
