2018-1-22 aai080.csv,,AMIR,24/01/2018 18:20:06,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.5432
202,1.4985
204,1.4518
206,1.3905
208,1.3022
210,1.1925
212,1.0624
214,.9223
216,.7768
218,.6377
220,.5064
222,.3954
224,.2823
226,.1961
228,.1509
230,.1246
232,.0917
234,.0599
236,.0388
238,.0252
240,.0158
242,.0119
244,.009
246,.0068
248,.0057
250,.0051
252,.0047
254,.0042
256,.004
258,.0039
260,.0039
262,.0039
264,.0041
266,.0034
268,.0038
270,.0038
272,.0036
274,.0037
276,.0038
278,.0036
280,.0034
282,.0035
284,.0033
286,.0034
288,.0033
290,.0032
292,.003
294,.0031
296,.0031
298,.003
300,.0031
302,.003
304,.0029
306,.0027
308,.0026
310,.0024
312,.0024
314,.0023
316,.0023
318,.0021
320,.0019
322,.0018
324,.0017
326,.0013
328,.0012
330,.0017
332,.0007
334,.0008
336,.0009
338,.001
340,.0011
342,.0009
344,.0011
346,.0011
348,.0017
350,.0012
352,.0008
354,.0011
356,.001
358,.0013
360,.0012
362,.0011
364,.0015
366,.0011
368,.0013
370,.0008
372,.0012
374,.0011
376,.0008
378,.0013
380,.0008
382,.0015
384,.0011
386,.0011
388,.0011
390,.0013
392,.0011
394,.001
396,.0008
398,.001
400,.0008
